法人番号,空欄,空欄,空欄,サービスの名称（最大40文字）,サブタイトル（最大40文字）,サービスの対象者,サービスの対象分野,都道府県（全国サービスの場合はチェックなし）,対象地域群,空欄,空欄,空欄,サービス概要（最大200文字）,,空欄,開始日,終了日,サービス期間に関して自由に記入してください。（最大２０文字）,空欄,詳細情報URL,企業名等,空欄,空欄,サービス対象の業種（標準産業分類）,［事業者向けサービス］支援対象事業ステージ,［事業者向けサービス］サービス分類,［事業者向けサービス］「お困りごと」,［個人向けサービス］ライフステージ,［個人向けサービス］サービス分類,［個人向けサービス］お困りごと,災害名,キーワード,空欄,空欄,空欄,情報更新日,空欄,空欄,空欄,サービス費用,サービス詳細分類,［教育用サービスの場合］教育用サービス内容,主な所属団体名,記入者の連絡先（メールアドレス）・・非公開,本情報は、業界団体などを通じて各企業が登録した情報であり、情報の内容、情報活用等により生じた一切の責任を政府は負いません。情報源を確認するなどして、利用者の判断で活用してください。
,,,,テレワーク環境導入コンサル,,企業等,情報通信,,,,,,テレワーク環境導入のためのコンサルティングです。主に中小企業に対し、新型コロナウイルス感染防止対策のためのテレワーク環境導入に困っている方への相談がメインです。基本はメールベースでの対応となります。,,,,未定,新型コロナウイルス対策期間限定,,https://www.lac.co.jp/,株式会社ラック,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク環境導入コンサル,,,,,,,,割引,,,地方版IoT推進ラボ事務局,,
,,,,音声通話システム＿ローカル版,,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",情報通信,,,,,,人の声と３Dキャラクターが同期しながらPC越しに対話ができる。（動画や図も表示可）受付対応など非接触型で感染を予防できる。,,,2020/3/1,,終了日予定なし。6ヵ月単位継続利用可,,https://f-bond.co.jp/ict3d/actshow.php,有限会社BOND,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,非接触型コミュニケーションツール,,,,2020-04-13,,,,割引,コミュニケーション支援,,地方版IoT推進ラボ事務局,,
,,,,Web会議システム,,企業等,情報通信,,,,,,テレワークを導入する企業に対し、Web会議システムMicrosoftTeamsの導入支援、運用支援を提供する,,,,,,,https://www.cbm.co.jp/,中部事務機株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,割引,ビデオ会議,,（一社）全国地域情報産業団体連合会,,
,,,,TV会議システム,,企業等,情報通信,,,,,,"テレワークを導入する企業に対し、Panasonic製”HDコム”TV会議システムの導入支援、運用支援を提供する。
また、本TV会議システムとWeb会議システムMicrosoftTeamsとを接続するサービスの導入支援、運用支援も提供する",,,,,,,https://www.cbm.co.jp/,中部事務機株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,割引,ビデオ会議,,（一社）全国地域情報産業団体連合会,,
,,,,TV会議システム,,企業等,情報通信,,,,,,テレワークを導入する企業に対し、オムニラボ製”オムニロボ”TV会議システムの導入支援、運用支援を提供する。,,,,,,,https://www.cbm.co.jp/,中部事務機株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,割引,,,（一社）全国地域情報産業団体連合会,,
,,,,各種研修のWeb開催,,"企業等, 行政機関",情報通信,,,,,,"企業、行政期間への各種研修をWeb会議システムで提供する。通常の集合型研修では１回あたり「250,000円（税抜）＋実費交通費」のところを「90,000円（税抜）」で実施。（社員・職員のスキルアップ研修、マーケティングなど各種テーマ別研修）",,,,,,,https://www.go-mirai.jp,みらい株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,割引,ビデオ会議,,テレワーク・デイズ登録企業,,
,,,,人事・総務向け情報ポータルサイト「＠人事」https://at-jinji.jp/,,企業等,その他,,,,,,"これまで＠人事ONLINEで公開してきた、人事・総務担当者、経営者向けのテレワークの導入に際して知っておくべきメリットや注意点、助成金や支援制度などの役立つ情報をまとめています。閲覧はどなたでも自由にできます。ぜひご活用ください。　
■テレワークのメリット・デメリットから導入の手順、助成金や支援情報まで
新型コロナウイルス対策で再注目！ 「テレワーク」導入時に知るべき注意点（まとめ記事）https://at-jinji.jp/blog/32367/",,,,,,,https://at-jinji.jp/blog/32367/,株式会社イーディアス,,,,,その他,,,,,新型コロナウイルス感染症,テレワークに関するノウハウ提供,,,,2020-03-12,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,Empowered JAPANテレワーク緊急ウェブセミナー,,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）",,,,,,全国の組織や個人がテレワークを早期かつ円滑に実現するための幅広い情報を発信する緊急ウェブセミナーを2020 年3 月17 日より全30回程度、連続的に無料開催します。セミナーのアーカイブ動画も速やかに無料公開します。,,,2020/3/17,,3月17日から5月末頃までを予定,,https://www.empoweredjapan.com/,Empowered JAPAN実行委員会（事務局：日本マイクロソフト株式会社）,,,,,その他,,,その他,,新型コロナウイルス感染症,テレワーク,,,,2020-03-12,,,,無料,遠隔作業環境,,日本テレワーク協会,,
,,,,インタラクティブスタディ,,教育機関,教育・学習支援,,,,,,自宅のパソコンやタブレット端末からログインし、クラウド上の問題集を解くことで日々の学習が行えます。5教科で6万を超える問題の中から、理解度や不得意分野に応じた問題が出題されるので、一人ひとりに合った自宅学習を支援することが可能です。,,,2020/3/3,,休校措置解除まで,,https://www.study.gr.jp/product/istudy/index.html,シャープマーケティングジャパン株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,オンライン学習教材,,,,2020-03-13,,,,無料,オンライン授業,,ICT CONNECT21,,
,,,,Smart Attack,,"医療機関, 福祉施設",ワークスタイル（テレワーク含む）,,,,,,スマートフォン・タブレット（iOS・Android）を用い、リモートワーカーが業務報告を入力するだけで、自動的に報告書とデータ化が実現できるクラウドサービス。　既存のExcel帳票をそのままご利用可能。（１帳票の適用を作成支援しますので、お気軽にご相談ください）,,,2020/3/16,,６月末までを予定していますが、状況判断により延長も検討します。,,https://www.smartattack.jp/,株式会社G-Smart,,,,,サービス提供,,,,,新型コロナウイルス感染症,業務報告アプリ,,,,2020-03-13,,,,無料,遠隔作業環境,,その他,,
,,,,私たちの卒業号外,,"個人, 教育機関","教育・学習支援, 生活関連サービス、娯楽, コミュニケーション",,,,,,"　お別れの日はまだまだ先だと思っていたのに―。新型コロナウイルスの感染拡大による一斉休校で、2020年の卒園生・卒業生は例年と異なる巣立ちの時を迎えましたね。

　「みんなでつくる」この特別号外は、同級生や先輩・後輩、教職員や保護者と思い出を共有するツールになればと、静岡新聞社・静岡放送が初の試みとして企画しました。SBSアナウンサーからのメッセージ、卒園生・卒業生が生まれた頃の重大ニュースに、皆さんの書き込みや写真が加わって完成します。

　生徒同士作り合い送り合うもよし、先生から教え子に送るもよし。保護者の皆さんから頑張ったお子さまにプレゼントしたり、タイムカプセルに入れたりするのもいいですね。ぜひ、さまざまな形でご活用ください。",,,2020/3/10,,4月中旬まで利用可能,,https://www.at-s.com/news/information/omoide.html,静岡新聞社・静岡放送,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,オリジナル卒業号外新聞,,,,2020-03-13,,,,無料,イベント支援,,その他,,
,,,,Cisco Webex Meetings 90日間無償支援プログラム,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,Cisco Webex Meetings（ウェブ会議システム）を90日間にわたってユーザー数無制限で利用いただける無償支援プログラムです。,,,2020/2/25,,終了時期未定,,https://www.cisco.com/c/m/ja_jp/solutions/collaboration/webex90days.html?dti,シスコシステムズ合同会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-13,,,,無料,ビデオ会議,,テレワーク・デイズ登録企業,,
,,,,疑似ライブ配信パッケージ,,"企業等, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,映像収録を行い、その映像を指定した時間でライブ配信を行う”疑似”ライブ配信を実施できます。映像収録の対応から配信までのサポートを行います。,,,2020/3/12,2020/5/31,,,https://www.stream.co.jp/company/news/press/2020/03/12/5931/,株式会社Jストリーム,,,,,サービス提供,,,,,新型コロナウイルス感染症,ライブ配信,,,,2020-03-13,,,,その他,イベント支援,,テレコムサービス協会（テレサ協）,,
,,,,ライブ配信サービス,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション, その他",,,,,,イベント・セミナー・会社説明、株主総会などのライブ中継配信を行います。会場でのカメラ収録から配信機材のオペレーション、配信サーバーを一括で対応します。,,,,,,,https://www.stream.co.jp/service/live/live/,株式会社Jストリーム,,,,,サービス提供,,,,,新型コロナウイルス感染症,ライブ配信,,,,2020-03-13,,,,その他,イベント支援,,テレコムサービス協会（テレサ協）,,
,,,,J-Stream Equipmedia,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,"動画コンテンツの管理・マルチデバイスでの配信・視聴解析を一元管理する動画配信プラットフォーム。ライブ、オンデマンドの両方に対応しセキュアな配信が可能。
動画の簡易編集、自動字幕作成/翻訳などの動画内製機能も利用可能。",,,,,,,https://www.stream.co.jp/service/platform/equipmedia/,株式会社Jストリーム,,,,,サービス提供,,,,,新型コロナウイルス感染症,動画配信,,,,2020-03-13,,,,その他,イベント支援,,テレコムサービス協会（テレサ協）,,
,,,,Soi_期間限定！１日ワンコインで利用プラン！,,"個人, 企業等, 教育機関, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション, その他",,,,,,"「Soi」は京都府南丹市にある、企業向けのテレワークオフィスです！
この度の新型コロナウイルスの影響により、通常勤務が困難となりお困りの方々に
対する支援策として、一部ルームをコワーキングスペースとして期間限定で開放する
ことに致しました。
利用料は、１日ワンコインから（500円）！　
※駐車場あり、冷暖房・Wi-Fi設備完備 ",,,2020/3/13,,終了時期未定（新型コロナウイルスの騒動が収まるまで）,,https://soi.rebs.jp/,地域ビジネス研究会,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,田舎・ふるさとテレワーク,,,,2020-03-13,,,,割引,オフィスなどの空間,,その他,,
